start_station_id,time_hour,start_lat,start_lng,start_borough,start_mode_landuse,temperature_2m_C,precipitation_mm,wind_speed_10m_kmh,hex_mta_entries,hex_mta_exits,predicted_gap
4175.14,2025-12-31 08:00:00,40.67927880000001,-73.98154003999993,BK,02,-2.4000000000000017,0.0,19.200000000000014,0.0,0.0,9.277334
4175.15,2025-12-31 08:00:00,40.677274399999995,-73.98282001999998,BK,02,-2.4000000000000026,0.0,19.20000000000002,0.0,0.0,5.9475584
4190.06,2025-12-31 08:00:00,40.678045000000054,-73.96240799999997,BK,02,-2.4000000000000026,0.0,19.20000000000002,0.0,0.0,5.0468535
4196.05,2025-12-31 08:00:00,40.680119999999995,-73.93167999999997,BK,01,-2.399999999999999,0.0,19.199999999999992,0.0,0.0,6.608819
4199.12,2025-12-31 08:00:00,40.68097409999997,-73.97100970000008,BK,02,-2.399999999999997,0.0,19.199999999999974,0.0,0.0,10.514118
4202.04,2025-12-31 08:00:00,40.6794327,-74.00785041,BK,01,-2.4,0.0,19.2,0.0,0.0,6.7223306
4208.01,2025-12-31 08:00:00,40.678970070475756,-73.97855266928671,BK,02,-2.4000000000000035,0.0,19.200000000000028,0.0,0.0,6.3763924
4214.03,2025-12-31 08:00:00,40.680983385399955,-73.95004797589993,BK,02,-2.400000000000002,0.0,19.200000000000017,0.0,0.0,8.834166
4214.04,2025-12-31 08:00:00,40.6803560840434,-73.9476791024208,BK,02,-2.3999999999999995,0.0,19.199999999999996,0.0,0.0,5.5276833
4217.02,2025-12-31 08:00:00,40.68021330000009,-73.98432694999998,BK,02,-2.399999999999989,0.0,19.19999999999991,0.0,0.0,9.70424
4220.02,2025-12-31 08:00:00,40.679219999999994,-73.92192,BK,01,-2.3999999999999995,0.0,19.199999999999996,0.0,0.0,7.290332
4222.02,2025-12-31 08:00:00,40.680342423,-73.95576893920001,BK,02,-2.400000000000003,0.0,19.200000000000024,0.0,0.0,6.592496
4225.14,2025-12-31 08:00:00,40.68061099999989,-73.99475824999992,BK,02,-2.400000000000004,0.0,19.20000000000003,0.0,0.0,9.522569
4228.02,2025-12-31 08:00:00,40.679426799999995,-73.92989109999999,BK,01,-2.3999999999999995,0.0,19.199999999999996,0.0,0.0,5.8249607
